# Pokemon Insurgence Learnset Data  (generated by generate_data_from_game.py)
# Uses game-internal move IDs matching move_data.txt
# species_id | level:move_id level:move_id ...
622 | 1:309 1:181 1:357 5:234 9:510 13:178 17:531 21:280 25:236 30:90 35:183 40:185 45:223 50:91 55:84
623 | 1:692 1:84 1:309 1:181 1:357 1:234 5:234 9:510 13:178 17:531 21:280 25:236 30:90 35:183 40:185 43:528 50:223 60:91 70:84 75:692
624 | 1:311 6:374 9:12 14:50 17:29 22:399 25:525 30:293 33:31 38:532 41:40 46:531 49:27 54:520 57:418 62:332
625 | 1:332 1:520 1:529 1:311 1:374 1:50 1:12 6:374 9:12 14:50 17:29 22:399 25:525 30:293 33:31 38:532 41:40 46:531 49:27 57:520 63:418 71:332
626 | 1:33 1:374 6:316 11:324 16:294 21:399 26:104 31:266 36:364 41:1 46:118 50:268 56:418 61:262
627 | 1:168 1:374 5:324 10:164 14:43 19:399 23:160 28:293 32:169 37:173 41:159 46:285 50:163 55:423 59:153 64:268
628 | 1:268 1:153 1:423 1:88 1:168 1:164 1:324 1:374 5:324 10:164 14:43 19:399 23:160 28:293 32:169 37:173 41:159 46:285 50:163 51:88 57:423 63:153 70:268
629 | 1:167 1:374 5:324 10:162 14:45 19:42 23:29 28:38 32:169 37:173 41:159 46:25 50:40 55:423 59:153 64:171
630 | 1:171 1:153 1:423 1:233 1:167 1:162 1:324 1:374 5:324 10:162 14:45 19:42 23:29 28:38 32:169 37:173 41:159 46:25 50:40 51:233 57:423 63:153 70:171
631 | 1:133 1:43 1:303 1:148 1:182 6:388 11:322 16:147 21:320 26:47 31:141 36:8 41:293 44:468 47:136 50:411 50:339 50:415 61:133
632 | 1:332 1:531 1:532 1:300 1:238 6:12 11:28 16:466 21:525 26:8 31:24 36:520 41:225 46:362 51:4 56:531 61:332 66:532
633 | 1:303 1:62 4:364 9:28 12:290 17:59 20:397 25:24 28:282 32:56 38:425 42:54 48:276 50:399 58:272 62:53
634 | 1:313 1:62 1:364 1:28 4:364 9:28 12:290 17:59 20:397 25:24 28:282 32:56 38:425 42:54 48:276 55:399 64:272 71:53
635 | 1:53 1:272 1:284 1:62 1:364 1:28 4:364 9:28 12:290 17:59 20:397 25:24 28:282 32:56 38:425 42:54 48:276 55:399 68:272 79:53
636 | 1:146 1:20 10:13 20:274 30:145 40:8 50:265 60:143 70:3 80:468 90:268 100:129
637 | 1:138 1:154 1:18 1:132 1:17 1:129 1:268 1:468 1:3 1:143 1:146 1:20 1:167 1:13 10:13 20:167 30:147 40:423 50:9 59:17 60:132 70:3 80:18 90:154 100:138
638 | 1:86 1:529 1:425 1:122 1:374 1:310 7:112 13:525 19:274 25:372 31:291 37:520 42:94 49:418 55:122 61:425 67:529 73:86
639 | 1:86 1:425 1:122 1:310 1:374 7:112 13:509 19:274 25:372 31:291 37:504 42:94 49:418 55:122 61:425 67:503 73:86
640 | 1:86 1:197 1:425 1:122 1:374 1:310 7:112 13:203 19:274 25:372 31:291 37:200 42:94 49:418 55:122 61:425 67:197 73:86
641 | 1:268 1:91 1:154 1:173 1:275 1:167 1:181 7:414 13:28 19:104 25:166 31:453 37:466 43:159 49:24 55:173 61:556 67:154 73:25 79:91 85:268
642 | 1:268 1:91 1:45 1:81 1:275 1:79 1:181 7:414 13:28 19:104 25:76 31:475 37:466 43:71 49:24 55:81 61:45 67:65 73:25 79:91 85:268
643 | 1:142 1:62 8:480 15:506 22:136 29:59 36:293 43:453 50:131 54:56 64:480 71:24 78:128 85:53 92:272 100:127
644 | 1:75 1:62 8:480 15:506 22:69 29:59 36:293 43:455 50:68 54:57 64:480 71:24 78:65 85:53 92:272 100:64
645 | 1:53 1:91 1:235 1:350 1:230 1:508 7:480 13:38 19:229 25:507 31:453 37:418 43:224 49:504 55:223 61:513 67:235 73:503 79:91 85:53
646 | 1:250 1:62 8:480 15:506 22:243 29:59 36:293 43:399 50:247 57:56 64:480 71:329 78:242 85:53 92:272
647 | 1:550 1:374 7:112 13:546 19:274 25:372 31:291 37:539 43:94 49:418 55:122 61:425 67:536 73:86
648 | 1:297 6:310 11:462 16:404 21:420 26:165 31:460 36:305 43:6 50:106 57:452 64:272 71:494 78:86 85:390
649 | 1:695 1:277 1:310 1:82 1:525 1:400 7:12 11:375 18:145 22:523 29:293 33:532 40:5 44:284 51:4 55:3 62:403 66:67 73:263 77:261
650 | 1:303 1:368 5:208 8:510 11:28 15:217 18:14 27:274 32:199 35:230 39:120 42:276 45:389 48:196
651 | 1:303 1:368 5:208 8:510 11:28 15:217 20:14 26:204 30:274 35:199 39:230 44:120 48:276 52:389 55:196
652 | 1:314 1:91 1:348 1:303 1:368 5:208 8:510 11:28 15:217 20:14 26:204 30:274 35:199 36:644 41:230 44:120 48:276 52:389 55:196 60:91 70:262 75:644
653 | 1:311 1:419 5:146 11:373 14:145 17:460 20:147 25:377 27:482 31:454 35:136 38:151 41:452 43:150 46:485 48:128
654 | 1:311 1:419 5:146 11:373 14:145 18:460 22:147 27:377 30:482 34:454 41:136 45:151 48:452 51:150 53:485 55:128
655 | 1:450 1:494 1:48 1:175 1:311 1:419 5:146 11:373 14:145 18:460 22:147 27:377 30:482 34:454 36:645 42:136 47:151 51:452 55:150 58:485 61:128 69:450 75:645
656 | 1:309 1:368 5:554 8:310 10:182 14:548 18:408 21:297 25:37 29:509 35:412 39:157 43:359 48:536
657 | 1:309 1:368 5:554 8:310 10:182 14:548 20:408 23:297 28:37 33:509 38:412 44:157 48:359 55:536
658 | 1:27 1:494 1:701 1:309 1:368 5:554 8:310 10:182 14:548 20:408 23:180 28:239 33:29 36:643 43:412 49:453 52:359 56:258 60:536 70:27 75:643
659 | 1:303 1:466 1:374 7:310 10:323 13:234 15:274 18:230 20:112 25:388 29:330 33:225 38:157 42:340 47:289 49:223
660 | 1:91 1:694 1:229 1:418 1:303 1:374 1:466 7:310 13:234 15:274 18:230 20:112 26:388 31:330 37:225 42:157 48:340 53:289 57:223 60:91
661 | 1:303 1:368 6:310 10:168 13:466 16:330 21:172 25:281 29:335 34:145 39:165 41:378 45:173 48:521
662 | 1:303 1:368 6:310 10:168 13:466 16:330 17:146 25:172 27:281 31:335 38:145 42:165 46:378 51:173 55:521
663 | 1:153 1:129 1:303 1:368 6:310 10:168 13:466 16:330 17:146 25:172 27:281 31:335 39:145 44:165 49:378 55:173 60:521 64:153
664 | 1:303 1:20 6:220 15:8
665 | 1:370 9:391
666 | 1:676 1:218 1:445 1:220 1:482 1:167 12:10 17:460 21:413 25:642 31:212 35:3 41:398 45:17 50:154 55:676
667 | 1:303 1:374 5:146 8:425 11:290 15:677 20:274 23:142 28:329 33:305 36:136 39:24 43:272 46:148 50:126
668 | 1:263 1:303 1:374 5:146 8:425 11:290 15:677 20:274 23:142 28:329 33:305 38:136 42:24 48:272 51:148 57:126
669 | 1:303 1:208 6:678 10:377 15:205 20:424 22:203 24:679 28:682 33:212 37:680 41:627 45:192 48:195
670 | 1:303 1:208 6:678 10:377 15:205 20:424 25:203 27:679 33:682 38:212 43:680 46:627 51:192 58:195
671 | 1:683 1:377 1:424 1:203 1:684 1:211 1:679 1:682 1:680 1:627 1:192 1:212
672 | 1:303 1:369 7:208 9:419 12:217 13:205 16:222 20:221 22:274 26:229 30:199 34:120 38:265 42:201 45:197 50:381
673 | 1:160 1:303 1:369 7:208 9:419 12:217 13:205 16:222 20:221 22:274 26:229 30:199 34:120 40:265 47:201 55:197 58:381 60:223 65:160
674 | 1:303 1:374 7:113 10:425 12:107 15:319 20:293 25:101 27:100 33:276 39:24 42:362 45:723 48:96
675 | 1:362 1:91 1:303 1:374 7:113 10:425 12:107 15:319 20:293 25:101 27:100 35:276 42:24 45:362 48:723 52:96 57:91 65:49 70:103
676 | 1:303 1:368 5:238 9:685 12:290 15:419 22:28 27:388 33:291 35:274 38:353 42:26 48:213
677 | 1:311 1:374 5:296 9:462 13:482 17:460 19:306 22:683 25:454
678 | 1:122 1:379 1:372 1:311 1:374 5:296 9:462 13:482 17:460 19:306 22:683 25:454 28:353 31:487 35:492 40:452 43:494 45:480 48:26 50:680 53:122
679 | 1:303 1:418 5:12 8:532 13:33 18:530 20:180 22:160 26:291 29:293 32:531 35:27 39:490 42:520 47:94
680 | 1:303 1:418 5:12 8:532 13:33 18:530 20:180 22:160 26:291 29:293 32:531 36:27 41:490 45:520 51:94
681 | 1:12 1:33 1:530 1:180 1:293 1:531 1:27 1:490 1:520 1:501 1:418 1:160 1:635 1:94
682 | 1:417 1:678 6:416 8:388 13:305 17:470 21:642 25:212 29:346 31:627 35:353 38:330 42:680 44:495 48:452 50:683
683 | 1:686 1:476 1:678 1:417 6:416 8:388 13:305 17:470 21:642 25:212 29:346 31:627 35:353 38:330 42:680 44:495 48:452 53:683 57:492 64:392
684 | 1:417 1:303 5:678 8:687 10:41 13:297 17:214 21:329 26:212 31:642 36:198 41:213 45:424 49:641 58:482 67:398
685 | 1:417 1:303 5:678 8:687 10:41 13:297 17:214 21:329 26:212 31:642 36:198 41:213 45:424 49:641 58:482 67:398
686 | 1:303 1:168 1:326 4:492 8:22 12:414 13:464 15:705 18:479 21:460 23:48 27:32 31:482 35:162 39:458 43:293 46:27 48:88
687 | 1:88 1:118 1:303 1:168 1:326 4:492 8:22 12:414 13:464 15:705 18:479 21:460 23:48 27:32 31:482 35:162 39:458 43:293 46:27 48:88
688 | 1:402 1:311 1:238 4:551 7:559 10:320 13:293 18:234 20:552 24:512 28:506 32:43 37:12 41:27 45:544 49:89
689 | 1:503 1:271 1:402 1:311 1:238 4:551 7:559 10:320 13:293 18:234 20:552 24:512 28:506 32:43 37:12 44:27 48:544 55:89 60:503 65:271
690 | 1:303 1:408 1:551 5:29 9:419 12:554 15:437 19:351 23:436 25:548 28:359 32:446 35:539 38:429 42:536 49:56
691 | 1:58 1:61 1:303 1:408 1:551 5:29 9:419 12:554 15:437 19:351 23:436 25:548 28:359 32:446 35:539 38:429 42:536 53:56 59:58 67:61
692 | 1:410 1:551 7:558 9:300 12:554 16:330 20:546 25:418 30:540 34:548 39:509 43:550 48:537
693 | 1:476 1:25 1:56 1:93 1:410 1:551 7:558 9:300 12:554 16:330 20:546 25:418 30:540 34:548 42:509 47:550 53:537 57:25 63:56 67:93
694 | 1:309 1:419 6:79 11:81 13:234 17:310 22:281 25:652 31:83 35:229 40:73 45:733 49:69
695 | 1:689 1:733 1:281 1:310 1:65 1:81 1:652
696 | 1:419 1:303 6:397 10:295 12:327 15:514 17:28 20:353 26:506 30:58 34:24 37:57 40:268 44:223 49:334
697 | 1:501 1:419 1:303 6:397 10:295 12:327 15:514 17:28 20:353 26:506 30:58 34:24 37:57 42:268 47:223 53:334 58:501 68:504 75:262
698 | 1:368 1:253 5:83 10:507 13:250 15:274 18:259 20:246 26:506 30:297 34:249 38:257 41:387 44:360 47:482 50:243 57:263 65:242
699 | 1:646 1:368 1:253 5:83 10:507 13:250 15:274 18:259 20:246 26:506 30:297 34:249 38:257 43:387 46:360 50:482 56:243 63:263 74:242 77:646
700 | 1:683 1:419 1:303 1:372 5:238 9:678 13:310 17:299 20:642 25:495 29:680 33:482 37:627 41:264 45:392
701 | 1:121 1:303 1:43 4:107 8:164 12:172 16:160 20:360 24:37 28:647 32:157 36:329 40:170 44:85 48:152 55:163 60:418
702 | 1:303 1:419 7:79 11:81 14:353 17:652 20:688 23:83 26:73 30:493 31:312 34:78 39:362 42:641 45:65 50:71
703 | 1:303 1:370 5:507 8:401 12:509 18:492 21:514 27:473 31:506 35:330 40:495 46:505 49:503 50:627 60:482 70:398
704 | 1:303 1:554 5:210 9:391 13:327 18:59 25:556 28:330 32:276 38:537 42:56
705 | 1:303 1:554 5:210 9:391 13:327 18:59 25:556 28:330 32:276 38:537 47:56
706 | 1:53 1:314 1:303 1:554 5:210 9:391 13:327 18:59 25:556 28:330 32:276 38:537 47:56 50:539 55:193 63:53
707 | 1:698 1:303 5:678 8:181 12:532 15:239 18:642 23:728 27:22 32:50 34:522 36:480 40:394 43:641 44:485 50:475
708 | 1:303 1:184 5:181 8:369 13:216 19:29 23:217 28:185 31:151 35:690 39:186 45:692 49:196 54:201
709 | 1:201 1:303 1:184 5:181 8:369 13:216 19:29 23:217 28:185 31:151 35:690 39:186 45:692 49:196 55:176 62:201
710 | 1:498 1:181 1:184 4:399 6:691 11:222 16:205 20:217 23:691 26:209 30:180 36:175 40:691 42:389 48:199
711 | 1:260 1:692 1:498 1:181 1:184 4:399 6:691 11:222 16:205 20:217 23:691 26:209 30:180 36:175 40:691 42:389 48:199 57:692 63:691 70:175 75:260
712 | 1:303 1:28 1:370 5:253 10:250 15:274 20:401 22:185 26:248 30:254 35:317 39:249 43:242 47:393 49:265
713 | 1:531 1:24 1:271 1:303 1:28 1:370 5:253 10:250 15:274 20:401 22:185 26:248 30:254 35:317 42:249 46:242 51:393 56:265 60:271 65:24
714 | 1:400 1:413 1:303 5:13 11:167 13:28 16:164 18:466 23:166 27:172 31:281 35:173 40:423 43:340 48:159 58:154
715 | 1:385 1:634 1:56 1:154 1:400 1:303 1:413 5:13 11:167 13:28 16:164 18:466 23:166 27:172 31:281 35:173 40:423 43:340 53:159 62:154 70:56 75:634
716 | 1:476 1:212 1:216 1:274 5:482 10:246 18:472 26:561 35:627 44:1 51:27 55:201 59:392 63:680 72:387 80:86 88:262 93:53
717 | 1:154 1:281 1:49 1:172 5:359 10:159 18:30 26:560 35:358 44:25 51:22 55:692 59:452 63:54 72:87 80:26 88:263 93:152
718 | 1:367 1:229 1:59 1:28 5:398 10:225 18:322 26:700 35:513 44:258 51:24 55:223 59:351 63:56 72:442 80:53
719 | 1:303 1:370 5:507 8:401 12:509 18:492 21:514 27:473 31:506 35:330 40:495 46:499 49:503 50:648 50:627 60:482 70:398
720 | 1:650 1:498 1:186 1:467 1:462 6:181 10:484 15:482 19:460 25:495 29:473 29:488 35:692 46:455 50:500 50:499 55:175 68:45 75:452 85:650
721 | 1:649 1:129 1:274 8:259 11:258 15:145 21:548 28:295 32:542 40:304 46:276 50:536 58:129 65:126 76:260 85:649
722 | 1:152 1:551 1:551
723 | 1:310 1:210 6:678 10:217 15:687 19:539 24:642 28:205 33:517 37:641 42:93 46:202 50:627 58:673 65:278 74:196
724 | 1:310 1:687 6:293 10:185 15:181 19:642 24:180 28:151 33:176 37:418 42:520 46:627 50:4 58:674 65:692 74:641
725 | 1:310 1:687 6:238 10:353 15:61 19:642 24:62 28:470 33:175 37:56 42:93 46:627 50:54 58:672 65:172 74:52
726 | 1:368 1:303 3:238 9:367 14:28 18:642 22:25 26:142 31:24 37:248 39:176 43:641 49:418 58:675 65:175 74:256
727 | 1:303 3:685 7:462 9:678 13:217 13:479 15:460 19:642 21:417 25:470 27:683 31:452 33:385 37:627
728 | 1:303 3:685 7:217 9:678 13:353 13:479 15:460 20:642 23:417 28:470 31:683 36:452 39:385 44:627
729 | 1:303 3:685 7:217 9:678 13:353 13:479 15:460 20:642 23:417 28:470 32:683 39:452 45:385 50:627 53:448
730 | 1:311 1:368 7:61 10:184 16:180 19:400 25:59 28:175 34:63 37:56 43:692 46:54
731 | 1:311 1:368 7:61 10:184 17:180 21:400 28:59 32:175 39:63 43:56 50:692 54:54
732 | 1:311 1:368 7:61 10:184 17:180 21:400 28:59 32:175 36:63 41:175 47:56 56:582 62:692 71:54 77:53
733 | 1:303 4:419 7:28 10:559 13:50 16:111 19:35 22:391 25:180 28:25 31:93 34:531 37:45 40:87
734 | 1:303 4:419 7:28 10:559 13:50 16:111 20:35 24:391 28:180 32:25 36:93 40:531 44:45 48:87
735 | 1:303 4:419 7:28 10:559 13:50 16:111 20:35 24:391 28:180 32:25 39:93 46:531 53:45 60:87
736 | 1:423 1:314 6:364 9:107 14:121 17:319 22:173 25:706 30:137 33:163 41:89 46:466 49:165 54:85 57:120 62:154
737 | 1:154 1:72 1:108 1:314 1:364 1:121 1:107 6:364 9:107 14:121 17:319 22:173 25:706 30:137 33:163 38:423 41:89 46:466 49:165 57:85 63:120 71:154
738 | 1:368 6:253 10:79 12:359 17:688 21:76 23:252 28:470 32:243 34:480 39:69 43:353 45:242 50:65 54:256
739 | 1:368 6:253 10:79 12:359 17:688 22:76 25:252 31:470 36:243 39:480 45:69 50:353 53:242 59:65 64:256
740 | 1:681 1:627 1:65 1:69 1:243 1:368 1:242 6:253 10:79 12:359 17:688 22:76 25:252 33:470 40:243 45:480 53:69 60:353 65:242 73:65 80:256 85:67
741 | 1:197 1:27 1:374 1:462 1:359 1:497 6:253 10:359 12:497 17:688 22:76 25:252 31:418 36:458 39:245 45:72 50:307 53:391 59:70 64:244
742 | 1:210 1:369 4:216 7:445 10:146 13:441 16:432 19:148 22:45 25:329 28:151 31:136 34:195 37:265 40:128 43:429
743 | 1:309 1:369 4:216 7:445 10:146 13:441 16:432 19:148 22:45 25:329 28:151 31:136 34:195 37:265 40:128 43:429 50:126
744 | 1:531 1:24 1:271 1:303 1:28 1:370 5:397 10:507 15:274 20:513 22:512 26:511 30:531 35:317 42:276 46:503 51:406 56:53 60:502 65:24
745 | 1:531 1:24 1:271 1:303 1:28 1:370 5:397 10:507 15:274 20:513 22:512 26:511 30:531 35:317 42:54 46:503 51:406 56:53 60:502 65:24
746 | 1:111 1:252 1:258 5:364 9:33 13:307 17:466 21:103 25:254 29:293 33:242 37:257 41:244 45:27 49:255 53:89 57:43 61:86
747 | 1:111 1:252 1:258 5:364 9:33 13:307 17:466 21:103 25:254 29:293 33:242 37:257 41:244 45:27 45:458 49:255 53:89 57:43 61:86
748 | 1:374 1:211 5:238 9:205 12:290 16:414 20:209 23:103 27:287 31:199 34:399 38:30 42:265 45:157 49:196 53:501
749 | 1:374 1:211 1:238 1:205 5:238 9:205 12:290 16:414 20:209 23:103 27:287 31:199 34:399 38:30 45:265 51:157 58:196 65:501
750 | 1:532 1:146 13:522 29:139
751 | 1:129 1:533 1:532 1:146 1:184 1:435 5:525 9:435 13:142 17:531 21:432 25:522 29:693 33:139 37:520 41:82 45:133 49:414 53:129
752 | 1:81 1:303 1:167 1:258 4:167 7:258 12:30 15:74 18:157 23:305 26:171 29:165 34:69 37:272 40:154 42:65 45:634
753 | 1:348 1:81 1:303 1:167 1:258 4:167 7:258 12:30 15:74 18:157 23:305 26:171 29:165 34:69 40:272 46:154 51:65 57:634
754 | 1:181 3:368 6:439 10:408 12:320 15:434 19:400 21:683 24:373 28:176 30:293 33:184 37:627 39:390 42:45 46:692 49:641
755 | 1:209 1:368 1:27 1:181 1:439 1:408 3:368 6:439 10:408 12:320 15:434 19:400 22:683 26:373 31:176 34:293 38:442 43:627 47:390 50:45 55:692 58:641
756 | 1:303 1:684 5:678 8:369 13:216 19:683 23:217 28:385 31:257 35:641 39:680 45:115 49:682 54:654
757 | 1:94 1:303 1:684 5:678 8:369 13:216 19:103 23:217 28:385 31:257 35:641 39:680 45:94 49:682 55:654 62:86
758 | 1:146 1:374 5:359 10:258 14:148 19:28 23:142 28:290 32:151 37:139 41:24 46:128 50:125
759 | 1:501 1:146 1:374 1:359 1:509 5:509 14:148 19:28 23:142 28:290 32:151 37:139 41:24 42:511 48:129 54:514 61:501
760 | 1:133 1:146 1:374 1:359 1:145 5:359 10:145 14:148 19:305 23:147 28:353 32:151 37:139 41:272 42:138 48:128 54:347 61:133
761 | 1:303 5:374 9:444 11:379 13:525 17:435 21:397 25:414 29:430 33:24 37:49 41:517 45:529
762 | 1:303 1:374 5:374 9:444 11:367 13:525 18:435 23:397 28:414 33:430 38:24 43:49 48:517 53:529
763 | 1:447 1:303 1:374 1:444 5:374 9:444 11:367 13:525 18:435 23:397 28:414 35:430 42:24 49:49 56:517 63:529 67:447
764 | 1:217 1:400 1:215 1:311 5:210 11:207 13:525 16:205 18:369 23:202 27:221 31:293 35:45 40:417 43:682 48:519 58:517
765 | 1:679 1:192 1:519 1:520 1:400 1:217 1:311 1:215 5:210 11:207 13:525 16:205 18:369 23:202 27:221 31:293 35:45 40:417 43:682 53:519 57:634 70:520 75:192
766 | 1:683 4:41 7:685 10:346 13:642 16:697
767 | 1:683 4:353 7:33 10:346 13:642 16:697 19:29 25:654 28:680 31:707 34:42 37:25 40:376 43:627 46:385 50:582
768 | 1:678 1:166 4:353 7:33 10:346 13:642 16:177 19:29 25:654 28:159 31:707 34:42 37:25 40:376 43:627 46:385 50:582 55:154
769 | 1:326 1:384 4:146 8:167 13:425 16:111 20:166 25:411 27:163 32:172 36:141 40:156 44:173 50:260
770 | 1:132 1:326 1:384 1:146 1:167 4:146 8:167 13:425 16:111 20:166 25:411 27:163 34:172 40:141 46:156 52:173 60:260 65:133
771 | 1:309 1:238 4:370 7:234 12:411 15:232 18:415 18:339 21:384 26:229 29:228 32:236 37:513 40:223 43:46 46:235 48:393
772 | 1:309 1:238 1:234 1:370 4:370 7:234 12:411 15:232 18:415 18:339 21:384 26:229 29:228 32:236 37:513 38:97 40:223 46:46 52:235 57:393
773 | 1:146 1:47 5:217 9:34 15:411 19:209 23:151 29:691 33:645 37:382 43:149 47:199
774 | 1:146 1:47 5:217 9:34 15:411 19:209 24:151 31:691 36:645 41:382 48:149 53:199
775 | 1:210 4:694 9:369 12:229 17:205 20:216 25:276 28:221 33:679 36:510 41:426 44:348 49:211 50:641 57:191
776 | 1:196 1:468 1:229 1:380 1:215 1:210 4:694 9:369 12:229 17:205 20:216 25:276 28:221 33:679 36:510 41:350 44:348 49:211 50:223 57:196
777 | 1:404 1:678 5:259 10:253 14:363 19:697 23:683 28:246 32:349 37:251 41:272 46:627 50:336 55:242
778 | 1:646 1:450 1:156 1:680 1:161 1:253 1:678 1:259 1:404 50:336
779 | 1:303 1:83 6:363 10:79 13:310 19:74 22:357 28:78 31:299 37:71 40:69 46:67 49:510 55:265 58:65
780 | 1:303 1:83 1:363 6:363 10:79 13:310 20:74 24:531 31:523 35:78 42:71 46:519 53:67 57:510 64:265 68:65
781 | 1:65 1:265 1:527 1:303 1:83 1:79 1:363 6:363 10:79 13:310 20:74 24:531 31:523 35:78 43:71 48:519 56:67 61:510 69:265 74:65
782 | 1:303 1:374 5:107 9:310 13:324 17:314 21:98 25:63 29:92 33:121 37:157 41:122 45:267 49:400
783 | 1:303 1:374 1:107 1:310 5:107 9:310 13:324 16:59 18:314 23:98 28:63 33:92 38:121 43:285 48:157 53:122 58:85 63:400
784 | 1:52 1:176 1:303 1:374 1:107 1:310 5:107 9:310 13:324 16:59 18:314 23:98 28:63 33:92 36:60 39:121 45:54 51:137 57:122 63:52 69:400
785 | 1:311 1:368 5:462 10:487 14:168 19:464 23:310 28:460 32:480 37:505 41:450 46:452
786 | 1:311 1:368 1:462 1:487 5:462 10:487 14:168 16:313 20:461 25:310 31:471 36:480 42:505 47:450 53:455 58:465
787 | 1:465 1:159 1:154 1:311 1:368 1:487 1:462 5:462 10:487 14:168 16:313 20:461 25:310 31:471 36:156 37:480 44:505 50:153 57:455 63:465
788 | 1:303 5:559 9:234 13:544 17:185 21:230 25:550 29:555 33:393 37:543 41:224 45:535
789 | 1:303 1:559 5:559 9:234 13:544 17:185 22:230 27:550 32:555 37:393 42:539 47:224 52:535
790 | 1:536 1:303 1:559 1:234 1:544 5:559 9:234 13:544 17:185 22:230 27:550 32:223 33:555 39:393 45:539 51:224 57:535
791 | 1:303 4:374 7:61 10:553 13:555 16:76 19:63 22:556 25:282 28:539 31:442 34:541 37:406 40:367 43:536
792 | 1:303 1:374 1:61 1:553 4:374 7:61 10:553 13:555 16:76 20:63 24:556 28:282 32:539 36:442 40:541 44:406 48:367 52:536
793 | 1:303 1:374 1:61 1:553 4:374 7:61 10:553 13:555 16:76 20:63 24:556 28:58 32:539 38:442 44:56 50:65 56:367 62:536
794 | 1:309 1:368 5:210 8:310 10:296 14:207 18:408 21:297 25:215 29:203 35:412 39:200 43:359 48:191
795 | 1:309 1:368 5:210 8:310 10:296 14:207 20:408 23:297 28:215 33:203 38:412 44:200 48:359 55:191
796 | 1:26 1:151 1:147 1:309 1:368 5:210 8:310 10:296 14:207 20:408 23:34 28:47 33:204 36:145 43:412 49:197 52:359 56:48 60:137 70:26 75:197
797 | 1:30 5:374 9:59 13:310 17:423 21:33 25:63 29:367 33:164 37:172 41:711 45:26 49:25 53:53
798 | 1:30 1:374 1:59 5:374 9:59 13:310 17:423 22:33 27:63 32:367 37:164 42:172 47:711 52:26 57:25 62:53
799 | 1:605 1:53 1:30 1:374 1:310 1:59 5:374 9:59 13:310 17:423 22:33 27:63 32:367 38:164 44:172 50:711 56:26 62:25 68:53
800 | 1:311 1:253 4:368 7:181 12:320 15:250 18:279 23:274 26:257 29:244 34:225 37:266 40:242 45:256
801 | 1:694 1:278 1:284 1:311 1:368 1:253 4:368 7:181 12:320 15:250 18:279 23:274 26:293 28:257 33:244 40:225 45:266 50:242 57:256
802 | 1:28 1:397 6:62 8:373 10:398 12:372 17:310 19:525 21:59 23:274 28:58 30:466 32:291 34:54 39:24 41:529 43:53 45:262
803 | 1:712 1:28 1:397 1:59 1:398 34:278
804 | 1:303 1:375 4:487 6:469 10:391 12:464 16:507 18:119 22:459 24:97 28:514 30:504 34:455 36:91 40:265 42:502
805 | 1:303 1:375 1:487 1:469 4:487 6:469 10:391 12:464 16:507 18:119 22:459 24:97 30:514 34:504 40:455 44:91 50:265 54:502
806 | 1:101 1:303 1:375 1:487 1:469 4:487 6:469 10:515 12:464 16:507 18:119 22:459 24:97 30:514 34:504 40:455 44:91 50:265 54:503 60:465
807 | 1:440 4:208 7:326 10:432 13:447 16:205 19:325 22:433 25:202 28:441 31:430 34:198 37:218 40:699 43:428 46:193 49:342
808 | 1:351 1:342 1:440 1:208 1:326 1:432 4:208 7:326 10:432 13:447 16:205 19:325 22:433 25:202 28:441 32:430 36:198 40:218 44:699 46:342 48:428 52:193
809 | 1:168 1:368 5:464 9:487 13:460 17:383 21:117 25:458 29:479 33:425 37:158 41:459 45:455 49:450
810 | 1:168 1:368 1:464 1:487 5:464 9:487 13:460 17:383 21:117 25:458 29:479 35:425 41:158 47:459 53:455 59:450
811 | 1:361 1:326 4:238 7:208 10:232 14:510 17:322 20:327 23:236 27:118 30:364 33:513 36:223 38:506 41:282 44:515 46:694 48:342 50:193
812 | 1:91 1:361 1:326 4:238 7:208 10:232 14:510 17:322 20:327 23:236 27:118 30:364 33:513 36:223 40:506 43:89 46:515 49:694 50:342 53:193 56:91
813 | 1:422 1:724 1:725 10:380 20:356 30:171 40:378 50:382
814 | 1:311 1:364 6:13 11:374 16:320 21:49 26:400 31:24 36:3 41:418 46:33 50:435
815 | 1:458 1:314 1:311 1:364 1:374 1:12 6:12 11:374 16:320 21:49 26:400 31:27 36:4 40:293 45:418 54:33 63:60 72:458
816 | 1:325 1:374 5:83 11:79 15:550 21:282 25:466 31:74 35:539 41:70 45:398 51:470 55:536 61:263
817 | 1:325 1:374 1:83 1:79 5:83 11:79 15:550 21:282 25:466 33:74 39:539 47:70 53:398 61:470 67:536 75:263
818 | 1:67 1:245 1:72 1:325 1:374 1:79 1:83 5:83 11:79 15:550 21:282 25:466 33:74 39:539 47:70 53:398 55:91 61:470 67:536 75:263 81:67
819 | 1:253 1:368 1:259 5:257 9:168 13:250 17:351 21:166 25:252 29:314 33:159 37:281 41:242 45:154 49:169 53:172 57:256
820 | 1:256 1:152 1:253 1:368 1:259 1:257 5:257 9:168 13:250 17:351 22:166 27:252 32:314 37:159 42:281 47:242 52:154 57:169 62:172 67:256
821 | 1:181 1:408 6:258 9:146 12:439 17:184 20:148 23:183 28:151 31:365 34:136 39:434 42:389 45:692 47:41 50:21
822 | 1:479 1:181 1:408 1:146 1:258 6:258 9:146 12:439 17:184 20:148 23:183 27:339 27:415 27:411 29:151 33:365 37:136 43:434 47:389 51:692 54:41 58:21
