# Pokemon Insurgence Item Data (generated by generate_data_from_game.py)
# ID | SourceID | Name | Pocket | Price | Description | FieldUse | BattleUse | ItemType | MoveID | MachineType | MachineCategory
3 | 1 | Repel | Items | 350 | An item that prevents weak wild Pokémon from appearing for 100 steps after its use. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
925 | 462 | Air Mail | Mail | 50 | Stationery featuring a print of colorful letter sets. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
927 | 463 | Mosaic Mail | Mail | 50 | Stationery featuring a print of a vivid rainbow pattern. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
929 | 464 | Brick Mail | Mail | 50 | Stationery featuring a print of a tough-looking brick pattern. Let a Pokémon hold it for delivery. | Cannot be used from bag | Not usable in battle | Mail | 0 | 100 | 101
931 | 465 | X Attack | Medicine | 500 | An item that raises the Attack stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
933 | 466 | X Attack 2 | Medicine | 1000 | It sharply raises the Attack stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
935 | 467 | X Attack 3 | Medicine | 1500 | It drastically raises the Attack stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
937 | 468 | X Attack 6 | Medicine | 3000 | It raises the Attack stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
939 | 469 | X Defend | Medicine | 550 | An item that raises the Defense of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
941 | 470 | X Defend 2 | Medicine | 1100 | It sharply raises the Defense stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
943 | 471 | X Defend 3 | Medicine | 1650 | It drastically raises the Defense stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
945 | 472 | X Defend 6 | Medicine | 3300 | It raises the Defense stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
947 | 473 | X Special | Medicine | 350 | An item that raises the Sp. Atk stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
949 | 474 | X Special 2 | Medicine | 700 | It sharply raises the Sp. Atk stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
951 | 475 | X Special 3 | Medicine | 1050 | It drastically raises the Sp. Atk stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
953 | 476 | X Special 6 | Medicine | 2100 | It raises the Sp. Atk stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
955 | 477 | X Sp. Def | Medicine | 350 | An item that raises the Sp. Def stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
957 | 478 | X Sp. Def 2 | Medicine | 700 | It sharply raises the Sp. Def stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
959 | 479 | X Sp. Def 3 | Medicine | 1050 | It drastically raises the Sp. Def stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
961 | 480 | X Sp. Def 6 | Medicine | 2100 | It raises the Sp. Def stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
963 | 481 | X Speed | Medicine | 350 | An item that raises the Speed stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
965 | 482 | X Speed 2 | Medicine | 700 | It sharply raises the Speed stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
967 | 483 | X Speed 3 | Medicine | 1050 | It drastically raises the Speed stat of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
969 | 484 | X Speed 6 | Medicine | 2100 | It raises the Speed stat of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
971 | 485 | X Accuracy | Medicine | 950 | An item that raises the accuracy of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
973 | 486 | X Accuracy 2 | Medicine | 1900 | It sharply raises the accuracy of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
975 | 487 | X Accuracy 3 | Medicine | 2850 | It drastically raises the accuracy of a Pokémon in battle. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
977 | 488 | X Accuracy 6 | Medicine | 5700 | It raises the accuracy of a Pokémon in battle immensely. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
979 | 489 | Dire Hit | Medicine | 650 | It raises the critical-hit ratio greatly. It can be used only once and wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
981 | 490 | Dire Hit 2 | Medicine | 1300 | It can be used many times to raise the critical-hit ratio of one Pokémon. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
983 | 491 | Dire Hit 3 | Medicine | 1950 | It can be used many times to greatly raise a Pokémon's critical-hit ratio. It wears off if the Pokémon is withdrawn. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
985 | 492 | Guard Spec. | Medicine | 700 | An item that prevents stat reduction among the Trainer's party Pokémon for five turns after use. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
987 | 493 | Reset Urge | Items | 500 | When used, it restores any stat changes of an ally Pokémon. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
989 | 494 | Ability Urge | Items | 500 | When used in a Wonder Launcher battle, it activates the Ability of an ally Pokémon. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
991 | 495 | Item Urge | Items | 500 | When used in a Wonder Launcher battle, it causes an ally Pokémon to use its held item. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
993 | 496 | Item Drop | Items | 500 | When used- in ANY battle, it causes an ally Pokémon to drop a held item. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
995 | 497 | Blue Flute | Medicine | 100 | A blue flute made from blown glass. Its melody awakens a single Pokémon from sleep. | Use from bag, special | Direct battle use | Regular | 0 | 100 | 101
997 | 498 | Yellow Flute | Medicine | 200 | A yellow flute made from blown glass. Its melody snaps a single Pokémon out of confusion. | Use from bag, special | Direct battle use | Regular | 0 | 100 | 101
999 | 499 | Red Flute | Medicine | 300 | A red flute made from blown glass. Its melody snaps a single Pokémon out of infatuation. | Use from bag, special | Direct battle use | Regular | 0 | 100 | 101
1001 | 500 | Poké Doll | Items | 1000 | A doll that attracts Pokémon. Use it to flee from any battle with a wild Pokémon. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1003 | 501 | Fluffy Tail | Items | 1000 | An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1005 | 502 | Poké Toy | Items | 500 | An item that attracts Pokémon. Use it to flee from any battle with a wild Pokémon. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1007 | 503 | Bicycle | Key Items | 0 | A folding Bicycle that enables much faster movement than the Running Shoes. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1009 | 504 | Old Rod | Key Items | 0 | An old and beat-up fishing rod. Use it by any body of water to fish for wild aquatic Pokémon. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1011 | 505 | Good Rod | Key Items | 5000 | A new, good-quality fishing rod. Use it by any body of water to fish for wild aquatic Pokémon. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1013 | 506 | Super Rod | Key Items | 0 | An awesome, high-tech fishing rod. Use it by any body of water to fish for wild aquatic Pokémon. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1015 | 507 | Itemfinder | Key Items | 0 | A device used for finding items. If there is a hidden item nearby when it is used, it emits a signal. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1017 | 508 | Dowsing MCHN | Key Items | 0 | It checks for unseen items in the area and makes noise and lights when it finds something. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1019 | 509 | Poké Radar | Key Items | 0 | A tool that can search out Pokémon that are hiding in grass. Its battery is recharged as you walk. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1021 | 510 | Town Map | Key Items | 0 | A very convenient map that can be viewed anytime. It even shows your present location. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1023 | 511 | Poké Flute | Key Items | 7000 | A flute that is said to instantly awaken any Pokémon. It has a lovely tone. | Use from bag, special | Direct battle use | Key Item | 0 | 100 | 101
1025 | 512 | Coin Case | Key Items | 0 | A case for holding coins obtained at the Game Corner. It holds up to 50,000 coins. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1027 | 513 | Soot Sack | Key Items | 0 | A sack used to gather and hold volcanic ash. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1029 | 514 | Silph Scope | Key Items | 0 | A scope that makes unseeable Pokémon visible. It is made by Silph Co. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1031 | 515 | Devon Scope | Key Items | 0 | A device by Devon that signals any unseeable Pokémon. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1033 | 516 | Squirtbottle | Key Items | 0 | A bottle used for watering plants. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1035 | 517 | Sprayduck | Key Items | 0 | A watering can shaped like a Psyduck. It helps promote healthy growth of Berries planted in soft soil. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1037 | 518 | Wailmer Pail | Key Items | 0 | A tool used for watering Berries and plants. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1039 | 519 | Gracidea | Key Items | 0 | A flower sometimes bundled in bouquets to convey gratitude on special occasions like birthdays. | Use from bag, special | Not usable in battle | Key Item | 0 | 100 | 101
1041 | 520 | Aurora Ticket | Key Items | 0 | A ticket required to board the ship to Doxy Island. It glows beautifully. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1043 | 521 | Old Sea Map | Key Items | 0 | A faded sea chart that shows the way to a certain island. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1045 | 522 | DNA Splicers | Key Items | 12000 | A splicer that fuses Kyurem and a certain Pokémon. They are said to have been one in the beginning. | Use from bag, special | Not usable in battle | Key Item | 0 | 100 | 101
1047 | 523 | Reveal Glass | Key Items | 0 | A glass that reveals the truth. It is a mysterious glass that returns a Pokémon back to its original shape. | Use from bag, special | Not usable in battle | Key Item | 0 | 100 | 101
1049 | 524 | Oval Charm | Key Items | 7000 | An oval charm said to increase the chance of Eggs being found at the Day Care. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1051 | 525 | Shiny Charm | Key Items | 0 | A shiny charm said to increase the chance of finding a Shiny Pokémon. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1053 | 526 | Omega Photograph | Key Items | 0 | A polaroid photo of a white figure. The Greek letter Omega is written in marker. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1055 | 527 | Continent Rope | Key Items | 0 | A red, reinforced rope. It seems to vibrate with power. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1057 | 528 | Ocean Quay | Key Items | 0 | A dark blue key with the word 'Quay' written on it in small letters. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1059 | 529 | Wilson's Autograph | Key Items | 0 | An autographed picture of the esteemed researcher and trainer Wilson. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1061 | 530 | Hacker Photograph | Key Items | 0 | A polaroid photo of a burning tower. What look like large birds are seen circling the tower. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1063 | 531 | Burnt Photograph | Key Items | 0 | A polaroid photo of a golden monster emerging from the remains of Nyasa Town. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1065 | 532 | VIP License | Key Items | 0 | A piece of ID that certifies it's holder is a VIP user of the Psychic Temple. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1067 | 533 | Basement Key | Key Items | 0 | A purple key that can be used in the Phoenix Iota. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1069 | 534 | Neurometer | Key Items | 0 | A strange device that beeps the closer it is to psychic energy. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1071 | 535 | Hacker Ticket | Key Items | 0 | Yoooouuuu hacked the game! | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1073 | 536 | Hacker Ticket | Key Items | 0 | Yoooouuuu hacked the game!. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1075 | 537 | Hacker Ticket 2 | Key Items | 0 | Yoooouuuuu hacked the game!! | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1077 | 538 | Hacker Engine | Key Items | 0 | Yoooouuuu hacked the game!. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1079 | 539 | IV Stone | Items | 10000 | A beautiful stone that is said to have mystical powers. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1083 | 541 | TM?? | TMs & HMs | 5000 | An dark looking TM with the letters OHKO painted onto it. | Technical/hidden machine | Not usable in battle | Regular | 566 | 100 | 101
1085 | 542 | TM97 | TMs & HMs | 3000 | The user blows a cold breath on the target. This attack always results in a critical hit. | Technical/hidden machine | Not usable in battle | Regular | 251 | 100 | 101
1087 | 543 | TM98 | TMs & HMs | 3000 | The user nimbly strikes the target. If the user is not holding an item, this attack inflicts massive damage. | Technical/hidden machine | Not usable in battle | Regular | 165 | 100 | 101
1089 | 544 | TM99 | TMs & HMs | 3000 | The user releases a horrible aura imbued with dark thoughts. This may also make the target flinch. | Technical/hidden machine | Not usable in battle | Regular | 25 | 100 | 101
1091 | 545 | TM100 | TMs & HMs | 3000 | The user damages opposing Pokémon by emitting a powerful flash. | Technical/hidden machine | Not usable in battle | Regular | 654 | 100 | 101
1093 | 546 | TM102 | TMs & HMs | 3000 | The user deals Super Effective damage to targets that are not immune to this move. | Technical/hidden machine | Not usable in battle | Regular | 709 | 100 | 101
1095 | 547 | TM103 | TMs & HMs | 3000 | An attack move that inflicts double the damage if the user has been hurt by the target in the same turn. | Technical/hidden machine | Not usable in battle | Regular | 249 | 100 | 101
1097 | 548 | TM104 | TMs & HMs | 3000 | The target is attacked with powdery scales blown by wind. It may also raise all the user's stats. | Technical/hidden machine | Not usable in battle | Regular | 9 | 100 | 101
1099 | 549 | TM105 | TMs & HMs | 3000 | The user absorbs darkness on the first turn, then strikes with a powerful attack on the second. | Technical/hidden machine | Not usable in battle | Regular | 582 | 100 | 101
1101 | 550 | TM106 | TMs & HMs | 3000 | The user attacks the target with fire. If the target is holding a Berry, the Berry becomes burnt up and unusable. | Technical/hidden machine | Not usable in battle | Regular | 148 | 100 | 101
1103 | 551 | TM?? | TMs & HMs | 5000 | A TM with the letters OHKO on it. A feather is stuck in one of the edges. | Technical/hidden machine | Not usable in battle | Regular | 577 | 100 | 101
1105 | 552 | Nuzlocke Ball | Poke Balls | 600 | An ultra-performance Ball that provides a higher Pokémon catch rate than a Great Ball. | Cannot be used from bag | Use as a Poke Ball | Poke Ball | 0 | 100 | 101
1107 | 553 | Hacker Template | Key Items | 0 | Yooouuuu hacked the game!. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1109 | 554 | Mewtwo Armor | Items | 10000 | A special set of armor that is designed for Mewtwo. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1111 | 555 | Joy Scent | Items | 1000 | This scent massage opens the hearts of Pokémon a little. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1113 | 556 | Excite Scent | Items | 1500 | This scent massage opens the hearts of Pokémon. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1115 | 557 | Vivid Scent | Items | 3000 | This scent massage opens the hearts of Pokémon a lot. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1117 | 558 | Time Flute | Items | 3000 | This item fully opens the hearts of a Pokémon. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1119 | 559 | Saddle | Key Items | 0 | A saddle that allows the player to ride certain Pokémon. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1121 | 560 | TM96 | TMs & HMs | 3000 | The target is hit with wings of steel. This may also raise the user's Defense stat. | Technical/hidden machine | Not usable in battle | Regular | 521 | 100 | 101
1123 | 561 | Fire Seal | Items | 1000 | A Seal that can be attached to a Pokeball, spewing flames when that Pokemon is sent out. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1125 | 562 | Heart Seal | Items | 1000 | A Seal that can be attached to a Pokeball, spewing hearts when that Pokemon is sent out. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1127 | 563 | Ele-Seal | Items | 1000 | A Seal that can be attached to a Pokeball, shooting out lighting bolts when that Pokemon is sent out. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1129 | 564 | Question Seal | Items | 1000 | A Seal that can be attached to a Pokeball, spewing smoke when that Pokemon is sent out. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1131 | 565 | Star Seal | Items | 1000 | A Seal that can be attached to a Pokeball, shooting out stars when that Pokemon is sent out. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1133 | 566 | Ancient Tome | Key Items | 0 | A strange book with strange inscriptions on it. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1135 | 567 | Dolly | Key Items | 0 | A strange device used for pushing things. Replacement for HM Strength. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1137 | 568 | Machete | Key Items | 0 | A shaped knife for slicing trees. Replacement for HM Cut. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1139 | 569 | Instant Lapras | Key Items | 0 | Use it to create a Lapras for your surfing pleasure! Replacement for HM Surf. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1141 | 570 | Magic Carpet | Key Items | 0 | A magical floating carpet. It can't go too high... but it's perfect as a replacement for HM Waterfall. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1143 | 571 | Pickaxe | Key Items | 0 | Break those pesky rocks that stand in your way! Replacement for HM Rock Smash. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1145 | 572 | Scuba Gear | Key Items | 0 | Who needs a Pokemon? Replacement for HM Dive. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1147 | 573 | Hiking Boots | Key Items | 0 | Hike up rocks and stay in style! Replacement for HM Rock Climb. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1149 | 574 | Medical License | Key Items | 0 | A faked Medical License, ensuring that you are a doctor. It looks convincing! | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1151 | 575 | Piece of Paper | Key Items | 0 | It's a very nice piece of paper. What a great gift! | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1153 | 576 | Cinnabar Ticket | Key Items | 0 | A ticket to a beautiful holiday destination! | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1155 | 577 | Rocket Boots | Key Items | 5000 | A pair of fabulous rocket boots! Replacement for HM Fly. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1157 | 578 | Flashlight | Key Items | 0 | A fully-charged industrial flashlight! Replacement for TM Flash. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1159 | 579 | TM107 | TMs & HMs | 3000 | The user hurls the target into the air, then drops it on the second turn. The target cannot attack while in the air. | Technical/hidden machine | Not usable in battle | Regular | 163 | 100 | 101
1161 | 580 | TM108 | TMs & HMs | 3000 | The user teleports using a strange power and switches its place with one of its allies. | Technical/hidden machine | Not usable in battle | Regular | 467 | 100 | 101
1163 | 581 | TM109 | TMs & HMs | 3000 | The user attacks the target with an echoing voice. If this move is used every turn, it does greater damage. | Technical/hidden machine | Not usable in battle | Regular | 305 | 100 | 101
1165 | 582 | TM110 | TMs & HMs | 3000 | The user attacks the target with a song. Others can join in the Round and make the attack do greater damage. | Technical/hidden machine | Not usable in battle | Regular | 297 | 100 | 101
1167 | 583 | TM111 | TMs & HMs | 3000 | If any opposing Pokemon is the opposite gender of the user, it is charmed, which harshly lowers its Sp. Atk stat. | Technical/hidden machine | Not usable in battle | Regular | 352 | 100 | 101
1169 | 584 | TM112 | TMs & HMs | 3000 | The ground freezes at the foes feet, giving a chance to freeze any foe who switches in. | Technical/hidden machine | Not usable in battle | Regular | 604 | 100 | 101
1171 | 585 | TM113 | TMs & HMs | 3000 | The user yells as if it's ranting about something, which lowers the Sp. Atk stat of opposing Pokémon. | Technical/hidden machine | Not usable in battle | Regular | 30 | 100 | 101
1173 | 586 | TM114 | TMs & HMs | 3000 | The user shoots a gush of acid at the foe, which is strong against Steel-types. | Technical/hidden machine | Not usable in battle | Regular | 710 | 100 | 101
1175 | 587 | TM115 | TMs & HMs | 3000 | The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target's Sp. Atk. stat. | Technical/hidden machine | Not usable in battle | Regular | 697 | 100 | 101
1177 | 588 | TM116 | TMs & HMs | 3000 | The user pecks the target. If the target is holding a Berry, the user plucks it and gains its effect. | Technical/hidden machine | Not usable in battle | Regular | 162 | 100 | 101
1179 | 589 | TM117 | TMs & HMs | 3000 | Dragon blood corrupts the foe and turns it into the Dragon type. | Technical/hidden machine | Not usable in battle | Regular | 612 | 100 | 101
1181 | 590 | TM118 | TMs & HMs | 3000 | The user suppresses the target and makes its move go last. | Technical/hidden machine | Not usable in battle | Regular | 46 | 100 | 101
1183 | 591 | TM119 | TMs & HMs | 3000 | While its primary cause is to burn the opponent, if a foe is Grass-type it will burn all Pokemon in their team weak to fire. | Technical/hidden machine | Not usable in battle | Regular | 614 | 100 | 101
1185 | 592 | TM120 | TMs & HMs | 3000 | It calls forth the unknown parts of the universe into one attack. The user must recharge. | Technical/hidden machine | Not usable in battle | Regular | 606 | 100 | 101
1189 | 594 | TM121 | TMs & HMs | 3000 | The target is infested and attacked for four to five turns. The target can't flee during this time. | Technical/hidden machine | Not usable in battle | Regular | 699 | 100 | 101
1311 | 655 | TM122 | TMs & HMs | 3000 | The user dumps spikes on the opponent's field. | Technical/hidden machine | Not usable in battle | Regular | 239 | 100 | 101
1191 | 595 | TM123 | TMs & HMs | 3000 | An attack whose additional effects depend on where it was used. | Technical/hidden machine | Not usable in battle | Regular | 292 | 100 | 101
1193 | 596 | TM124 | TMs & HMs | 3000 | While resisting, the user attacks the opposing Pokémon. This lowers the Sp. Atk stat of those hit. | Technical/hidden machine | Not usable in battle | Regular | 10 | 100 | 101
1195 | 597 | Blackticket | Key Items | 0 | A ticket that seems to disintegrate in the air. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1197 | 598 | Millenium Engine | Key Items | 0 | A powerful engine that hums with the sounds of a distance time. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1199 | 599 | Piece of Paper | Key Items | 0 | It's a very nice piece of paper. What a great gift! | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1201 | 600 | Dinoticket | Key Items | 0 | A ferry ticket that reads: Come adventure at Dino Park, and see ancient creatures brought back to life! | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1203 | 601 | Music Ticket | Key Items | 0 | A ferry ticket that, when held, seems to play a small song. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1205 | 602 | License Template | Key Items | 0 | A template for an VIP's license. Someone could probably fake a license using this. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1207 | 603 | Dream Mist | Items | 10000 | A mystic mist from Musharna. It has a mysterious power if used correctly. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1209 | 604 | YOU HACKED! | Key Items | 0 | You hacked the game. You deserve this. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1211 | 605 | Go-Goggles | Key Items | 0 | Lets you see past any nasty weather! | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1213 | 606 | HMXX | TMs & HMs | 5000 | Transports the user through time to deal a devastating blow. Can also be used outside battle. | Technical/hidden machine | Not usable in battle | Regular | 565 | 100 | 101
1215 | 607 | TM125 | TMs & HMs | 3000 | A charging attack that may also leave the foe confused. It can also be used to scale rocky walls. | Use from bag, consumed | Not usable in battle | Regular | 273 | 100 | 101
1217 | 608 | Weatherstone | Items | 5000 | This stone seems to be cold, hot, and electrically charged at the same time. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1219 | 609 | AB: Protect | TMs & HMs | 5000 | The Attack Box for the move Protect. It can only be used once in a battle. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1221 | 610 | AB: Sleep Powder | TMs & HMs | 5000 | The Attack Box for the move Sleep Powder. It can only be used once in a battle. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1223 | 611 | AB: Thunder Wave | TMs & HMs | 5000 | The Attack Box for the move Thunder Wave. It can only be used once in a battle. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1225 | 612 | AB: Toxic | TMs & HMs | 5000 | The Attack Box for the move Toxic. It can only be used once in a battle. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1227 | 613 | AB: Confuse Ray | TMs & HMs | 5000 | The Attack Box for the move Confuse Ray. It can only be used once in a battle. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1229 | 614 | AB: Medusa Ray | TMs & HMs | 5000 | The Attack Box for the move Medusa Ray. It can only be used once in a battle. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1231 | 615 | AB: False Swipe | TMs & HMs | 5000 | The Attack Box for the move False Swipe. It can only be used once in a battle. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1233 | 616 | RB: V-Create | TMs & HMs | 5000 | The Rare Box for the move V-Create. It can only be used once. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1235 | 617 | RB: Doom Desire | TMs & HMs | 5000 | The Rare Box for the move Doom Desire. It can only be used once. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
