# Pokemon Insurgence Move Data  (generated by generate_data_from_game.py)
# Uses game-internal IDs — these are the @id values stored in save files
# ID | Name | Type | Category | PP | Power | Accuracy | Description
1 | Megahorn | Bug | Physical | 10 | 120 | 85 | Using its tough and impressive horn, the user rams into the target with no letup.
707 | New Moon | Dark | Status | 5 | 0 | 0 | The user blots out the sun and moon, creating endless night.
708 | Jet Stream | Dragon | Status | 15 | 0 | 0 | The user creates a stream of supercharged air that allows their team to move first next round.
709 | Achilles Heel | Normal | Physical | 15 | 45 | 100 | The user identifies a weaknesses in its target, dealing Super Effective damage to all that are not immune to this move.
710 | Corrode | Poison | Special | 10 | 70 | 100 | The user launches a corrosive acid at the opponent that is Super Effective against Steel-types.
711 | Drakon Voice | Dragon | Special | 10 | 105 | 85 | The sheer force of the user's voice obliterates everything in its path.
712 | Ancient Roar | Rock | Special | 15 | 80 | 100 | The user's voice shakes with a primal roar, damaging its foes with pure fear.
713 | Dragon Ascent | Flying | Physical | 5 | 120 | 100 | After soaring upward, the user attacks its target by dropping out of the sky at high speeds. But it lowers its own Defense and Sp. Def stats in the process. 
714 | Origin Pulse | Water | Special | 10 | 110 | 85 | ”The user attacks opposing Pokémon with countless beams of light that glow a deep and brilliant blue."
715 | Precipice Blades | Ground | Physical | 10 | 120 | 85 | ”The user attacks opposing Pokémon by manifesting the power of the land in fearsome blades of stone."
716 | Core Enforcer | Dragon | Special | 10 | 100 | 100 | ”If the Pokémon the user has inflicted damage on have already used their moves
717 | Insurgency | Normal | Special | 10 | 100 | 100 | Uses whichever is higher- ATK or SPATK.
718 | Banishment | Ghost | Physical | 5 | 100 | 100 | The user disappears, then strikes the target, banishing them to another dimension and switching them out.
719 | Recollection | Psychic | Status | 20 | 0 | 0 | The user uses a move randomly selected from all Pokemon on the field.
720 | Midnight Strike | Dark | Physical | 15 | 80 | 100 | The user uses an ancient technique long forgotten with a high critical hit ratio.
721 | Hollow Breath | Ice | Special | 10 | 95 | 95 | The user exhales out their very spirit
722 | Regurgitation | ??? | Special | 10 | 1 | 100 | The attack used with the ability regurgitation.
723 | Parting Shot | Dark | Status | 20 | 0 | 100 | With a parting threat, the user lowers the target's Attack and Sp. Atk stats. Then it switches with a party Pokémon. 
724 | Morph | Normal | Status | 10 | 0 | 0 | If a delta version of the opponent exists, the user morphs into that. Otherwise, Transforms.
725 | Retrograde | Normal | Status | 30 | 0 | 100 | The target, if they are a Mega Pokemon, is reverted to its basic form.
726 | Nanorepair | Steel | Status | 5 | 0 | 0 | The user activates a nanobotic repair system that heals and boosts Defense.
727 | Hyperspace Fury | Dark | Physical | 5 | 100 | 0 | The user unleashes a barrage of attacks, ignoring moves like Protect. Lowers the user's Defense.
728 | Crafty Shield | Fairy | Status | 10 | 0 | 0 | The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.
729 | Spirit Away | Fairy | Physical | 5 | 100 | 100 | The target is whisked away, returning on the next turn. The target cannot attack during this time.
730 | Celebrate | Normal | Status | 40 | 0 | 0 | The Pokémon congratulates you on your special day!
731 | Happy Hour | Normal | Status | 30 | 0 | 0 | Using Happy Hour doubles the amount of prize money received after battle.
732 | Hold Hands | Normal | Status | 40 | 0 | 0 | The user and an ally hold hands. This makes them very happy.
733 | Electrify | Electric | Status | 20 | 0 | 0 | If the target is electrified before it uses a move during that turn, the target's move becomes Electric type.
734 | Hold Back | Normal | Physical | 40 | 40 | 100 | The user holds back when it attacks and the target is left with at least 1 HP.
735 | Light of Ruin | Fairy | Special | 5 | 140 | 90 | Drawing power from the Eternal Flower, the user fires a powerful beam of light. This also damages the user quite a lot.
736 | Magnetic Flux | Electric | Status | 20 | 0 | 0 | The user manipulates magnetic fields which raises the Defense and Sp. Def stats of ally Pokémon with the Plus or Minus Ability.
737 | Ion Deluge | Electric | Status | 25 | 0 | 0 | The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves.
738 | Fairy Tempest | Fairy | Special | 5 | 180 | 0 | Uses Synergy Burst to transport the target(s) into space and attacks them with a blast of energy.
739 | Dynamic Fury | Fighting | Physical | 5 | 50 | 0 | Uses Synergy Burst to pummel the target up to 5 times, losing Synergy Power with each hit.
740 | Aura Blast | Fighting | Special | 5 | 50 | 0 | Charges Aura Spheres during Burst Mode and barrages the target, dealing more damage on the last hit.
741 | Dark Nova | Dark | Special | 5 | 135 | 0 | Uses Synergy Burst to unleash dark energy in two waves. Damage is done using the higher attack stat.
