# Pokemon Insurgence Species Data (generated by generate_pokemon_data.py)
# ID | Name | Type1 | Type2 | Stage | Rarity | BaseHP | BaseAtk | BaseDef | BaseSpA | BaseSpD | BaseSpe | GrowthRate | Kind | PokedexEntry | Color | Habitat | GenderRate | Happiness | StepsToHatch | Height | Weight | BaseEXP | EVHP | EVAtk | EVDef | EVSpA | EVSpD | EVSpe | Ability1 | Ability2 | HiddenAbility | EggGroup1 | EggGroup2 | CatchRate
1 | Bulbasaur | Grass | Poison | 1 | Common | 45 | 49 | 49 | 65 | 65 | 45 | medium-slow | Seed | Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger. | Green |  | Female 12.5% | 70 | 5355 | 7 | 69 | 64 | 0 | 0 | 0 | 1 | 0 | 0 | Overgrow |  | Chlorophyll | Monster | Grass | 45
673 | Gogoat | Grass |  | 2 | Common | 123 | 100 | 62 | 97 | 81 | 68 | medium-fast | Mount | They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns. | Green |  | Female 50% | 70 | 5355 | 17 | 910 | 186 | 2 | 0 | 0 | 0 | 0 | 0 | Sap Sipper |  | Grass Pelt | Field |  | 45
674 | Pancham | Fighting |  | 1 | Common | 67 | 82 | 62 | 46 | 48 | 43 | medium-fast | Playful | It does its level best to glare and pull a scary face, but it can't help grinning if anyone pats its head. | Brown |  | Female 50% | 70 | 6630 | 6 | 80 | 70 | 0 | 1 | 0 | 0 | 0 | 0 | Iron Fist | Mold Breaker | Scrappy | Field | Humanlike | 220
675 | Pangoro | Fighting | Dark | 2 | Common | 95 | 124 | 78 | 69 | 71 | 58 | medium-fast | Daunting | It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole. | Brown |  | Female 50% | 70 | 6630 | 21 | 1360 | 173 | 0 | 2 | 0 | 0 | 0 | 0 | Iron Fist | Mold Breaker | Scrappy | Field | Humanlike | 65
676 | Furfrou | Normal |  | 1 | Common | 75 | 80 | 60 | 65 | 90 | 102 | medium-fast | Poodle | Historically, in the Kalos region, these Pokémon were the designated guardians of the king. | White |  | Female 50% | 70 | 5355 | 12 | 280 | 165 | 0 | 0 | 0 | 0 | 0 | 1 | Fur Coat |  |  | Field |  | 160
677 | Espurr | Psychic |  | 1 | Common | 62 | 48 | 54 | 63 | 60 | 68 | medium-fast | Restraint | The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out. | Pink | Urban | Female 50% | 70 | 5100 | 3 | 35 | 71 | 0 | 0 | 0 | 0 | 0 | 1 | Keen Eye | Infiltrator | Own Tempo | Field |  | 190
678 | Meowstic | Psychic |  | 2 | Common | 74 | 48 | 76 | 83 | 81 | 104 | medium-fast | Constraint | When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck to dust. | Pink | Urban | Female 50% | 70 | 5355 | 6 | 85 | 163 | 0 | 0 | 0 | 0 | 0 | 2 | Keen Eye | Infiltrator | Prankster | Field |  | 75
679 | Honedge | Steel | Ghost | 1 | Common | 45 | 80 | 100 | 37 | 28 | 35 | medium-fast | Sword | Apparently this Pokemon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force. | Blue |  | Female 50% | 70 | 5355 | 8 | 20 | 65 | 0 | 0 | 1 | 0 | 0 | 0 | No Guard |  |  | Mineral |  | 180
680 | Doublade | Steel | Ghost | 2 | Common | 59 | 110 | 150 | 49 | 35 | 45 | medium-fast | Sword | The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay. | Blue |  | Female 50% | 70 | 5355 | 8 | 45 | 157 | 0 | 0 | 2 | 0 | 0 | 0 | No Guard |  |  | Mineral |  | 90
681 | Aegislash | Steel | Ghost | 3 | Common | 60 | 50 | 150 | 50 | 150 | 60 | medium-fast | Royal Sword | Apparently, it can detect the innate qualities of leadership. According to legend, whoever it recognizes is destined to become king. | Blue |  | Female 50% | 70 | 5355 | 17 | 530 | 234 | 0 | 0 | 2 | 0 | 1 | 0 | Stance Change |  |  | Mineral |  | 45
682 | Spritzee | Fairy |  | 1 | Common | 78 | 52 | 60 | 63 | 65 | 23 | medium-fast | Perfume | It emits a scent that enraptures those who smell it. This fragance changes depending on what it has eaten. | Pink |  | Female 50% | 70 | 5355 | 2 | 5 | 68 | 1 | 0 | 0 | 0 | 0 | 0 | Healer |  | Aroma Veil | Fairy |  | 200
683 | Aromatisse | Fairy |  | 2 | Common | 101 | 72 | 72 | 99 | 89 | 29 | medium-fast | Fragrance | It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle. | Pink |  | Female 50% | 70 | 5355 | 8 | 155 | 162 | 2 | 0 | 0 | 0 | 0 | 0 | Healer |  | Aroma Veil | Fairy |  | 140
684 | Swirlix | Fairy |  | 1 | Common | 62 | 48 | 66 | 59 | 57 | 49 | medium-fast | Cotton Candy | To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy. | Pink |  | Female 50% | 70 | 5355 | 4 | 35 | 68 | 0 | 0 | 1 | 0 | 0 | 0 | Sweet Veil |  | Unburden | Fairy |  | 200
685 | Slurpuff | Fairy |  | 2 | Common | 82 | 80 | 86 | 75 | 72 | 85 | medium-fast | Meringue | It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work. | Pink |  | Female 50% | 70 | 5355 | 8 | 50 | 168 | 0 | 0 | 2 | 0 | 0 | 0 | Sweet Veil |  | Unburden | Fairy |  | 140
686 | Inkay | Dark | Psychic | 1 | Common | 53 | 54 | 53 | 37 | 46 | 45 | medium-fast | Revolving | Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight. | Black | Urban | Female 50% | 70 | 5355 | 4 | 35 | 58 | 0 | 1 | 0 | 0 | 0 | 0 | Contrary | Suction Cups | Infiltrator | Water1 | Water2 | 190
687 | Malamar | Dark | Psychic | 2 | Common | 86 | 92 | 88 | 68 | 75 | 73 | medium-fast | Overturning | It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants. | Black | Urban | Female 50% | 70 | 5355 | 15 | 470 | 169 | 0 | 2 | 0 | 0 | 0 | 0 | Contrary | Suction Cups | Infiltrator | Water1 | Water2 | 80
688 | Binacle | Rock | Water | 1 | Common | 42 | 52 | 67 | 39 | 56 | 50 | medium-fast | Two-Handed | Two Binacle live together on one rock. When they fight, one of them will move to a different rock. | Brown | RoughTerrain | Female 50% | 70 | 5355 | 5 | 310 | 61 | 0 | 1 | 0 | 0 | 0 | 0 | Tough Claws | Sniper | Pickpocket | Water3 |  | 120
689 | Barbaracle | Rock | Water | 2 | Common | 72 | 105 | 115 | 54 | 86 | 68 | medium-fast | Collective | When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle. | Brown | RoughTerrain | Female 50% | 70 | 5355 | 13 | 960 | 175 | 0 | 2 | 0 | 0 | 0 | 0 | Tough Claws | Sniper | Pickpocket | Water3 |  | 45
690 | Skrelp | Poison | Water | 1 | Common | 50 | 60 | 60 | 60 | 60 | 30 | medium-fast | Mock Kelp | It looks just like rotten kelp. It hides from foes while storing up power for its evolution. | Brown | RoughTerrain | Female 50% | 70 | 5355 | 5 | 73 | 64 | 0 | 0 | 0 | 0 | 1 | 0 | Poison Point | Poison Touch | Adaptability | Water1 | Dragon | 225
691 | Dragalge | Poison | Dragon | 2 | Common | 65 | 75 | 90 | 97 | 123 | 44 | medium-fast | Mock Kelp | Tales are told of ships that wander into seas where Dragalge live, never to return. | Brown | RoughTerrain | Female 50% | 70 | 5355 | 18 | 815 | 173 | 0 | 0 | 0 | 0 | 2 | 0 | Poison Point | Poison Touch | Adaptability | Water1 | Dragon | 55
692 | Clauncher | Water |  | 1 | Common | 50 | 53 | 62 | 58 | 63 | 44 | slow | Water Gun | Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock. | Blue |  | Female 50% | 70 | 4080 | 5 | 83 | 70 | 0 | 0 | 0 | 1 | 0 | 0 | Mega Launcher |  |  | Water1 | Water3 | 225
693 | Clawitzer | Water |  | 2 | Common | 71 | 73 | 88 | 120 | 89 | 59 | slow | Howitzer | By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots. | Blue |  | Female 50% | 70 | 4080 | 13 | 353 | 100 | 0 | 0 | 0 | 2 | 0 | 0 | Mega Launcher |  |  | Water1 | Water3 | 55
694 | Helioptile | Electric | Normal | 1 | Common | 44 | 38 | 33 | 71 | 43 | 70 | medium-fast | Generator | The frills on either side of its head have cells that generate electricity when exposed to sunlight. | Yellow | Urban | Female 50% | 70 | 5355 | 5 | 60 | 58 | 0 | 0 | 0 | 0 | 0 | 1 | Dry Skin | Sand Veil | Solar Power | Monster | Dragon | 190
695 | Heliolisk | Electric | Normal | 2 | Common | 62 | 55 | 52 | 109 | 94 | 109 | medium-fast | Generator | They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper. | Yellow | Urban | Female 50% | 70 | 5355 | 10 | 210 | 168 | 0 | 0 | 0 | 1 | 0 | 1 | Dry Skin | Sand Veil | Solar Power | Monster | Dragon | 75
696 | Tyrunt | Rock | Dragon | 1 | Common | 58 | 89 | 77 | 45 | 48 | 45 | medium-fast | Royal Heir | Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago. | Brown |  | Female 12.5% | 70 | 7905 | 8 | 260 | 72 | 0 | 1 | 0 | 0 | 0 | 0 | Strong Jaw |  | Sturdy | Monster | Dragon | 45
697 | Tyrantrum | Rock | Dragon | 2 | Common | 82 | 121 | 119 | 59 | 71 | 69 | medium-fast | Despot | Nothing could stop this Pokémon 100 million years ago, so it behaved like a king. | Brown |  | Female 12.5% | 70 | 7905 | 25 | 2700 | 182 | 0 | 2 | 0 | 0 | 0 | 0 | Strong Jaw |  | Rock Head | Monster | Dragon | 45
698 | Amaura | Rock | Ice | 1 | Common | 77 | 59 | 50 | 67 | 63 | 46 | medium-fast | Tundra | This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years. | Blue |  | Female 12.5% | 70 | 7905 | 13 | 252 | 72 | 1 | 0 | 0 | 0 | 0 | 0 | Refrigerate |  | Snow Warning | Monster |  | 45
699 | Aurorus | Rock | Ice | 2 | Common | 123 | 77 | 72 | 99 | 92 | 58 | medium-fast | Tundra | Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent's attack. | Blue |  | Female 12.5% | 70 | 7905 | 27 | 2250 | 104 | 2 | 0 | 0 | 0 | 0 | 0 | Refrigerate |  | Snow Warning | Monster |  | 45
700 | Sylveon | Fairy |  | 2 | Common | 95 | 65 | 65 | 110 | 130 | 60 | medium-fast | Intertwining | It sends a soothing aura from its ribbonlike feelers to calm fights. | Pink | RoughTerrain | Female 12.5% | 70 | 9180 | 10 | 235 | 184 | 0 | 0 | 0 | 0 | 2 | 0 | Cute Charm |  | Pixilate | Field |  | 45
701 | Hawlucha | Fighting | Flying | 1 | Common | 78 | 92 | 75 | 74 | 63 | 118 | medium-fast | Wrestling | With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against. | Brown |  | Female 50% | 70 | 5355 | 8 | 215 | 175 | 0 | 2 | 0 | 0 | 0 | 0 | Limber | Unburden | Mold Breaker | Humanlike |  | 100
702 | Dedenne | Electric | Fairy | 1 | Common | 67 | 58 | 57 | 81 | 67 | 101 | medium-fast | Antenna | It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers. | Yellow |  | Female 50% | 70 | 5355 | 2 | 22 | 151 | 0 | 0 | 0 | 0 | 0 | 2 | Cheek Pouch | Pickup | Plus | Field | Fairy | 180
703 | Carbink | Rock | Fairy | 1 | Common | 50 | 50 | 150 | 50 | 150 | 50 | slow | Jewel | Born from the temperatures and pressures deep underground, it fires beams from the stone in its head. | Brown |  | Genderless | 70 | 6630 | 3 | 57 | 100 | 0 | 0 | 1 | 0 | 1 | 0 | Clear Body |  | Sturdy | Fairy | Mineral | 60
704 | Goomy | Dragon |  | 1 | Common | 45 | 50 | 35 | 55 | 75 | 40 | slow | Soft Tissue | The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn't dry out. | Blue |  | Female 50% | 35 | 10455 | 3 | 28 | 60 | 0 | 0 | 0 | 0 | 1 | 0 | Sap Sipper | Hydration | Gooey | Dragon |  | 45
705 | Sliggoo | Dragon |  | 2 | Common | 68 | 75 | 53 | 83 | 113 | 60 | slow | Soft Tissue | It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can't see anything. | Blue |  | Female 50% | 35 | 10455 | 8 | 175 | 158 | 0 | 0 | 0 | 0 | 2 | 0 | Sap Sipper | Hydration | Gooey | Dragon |  | 45
706 | Goodra | Dragon |  | 3 | Common | 90 | 100 | 70 | 110 | 150 | 80 | slow | Dragon | This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime. | Blue |  | Female 50% | 35 | 10455 | 20 | 1505 | 270 | 0 | 0 | 0 | 0 | 3 | 0 | Sap Sipper | Hydration | Gooey | Dragon |  | 45
707 | Klefki | Steel | Fairy | 1 | Common | 57 | 80 | 91 | 80 | 87 | 75 | fast | Key Ring | These key collectors threaten any attackers by fiercely jingling their keys at them. | Yellow | Urban | Female 50% | 70 | 5355 | 2 | 30 | 165 | 0 | 0 | 1 | 0 | 0 | 0 | Prankster |  | Magician | Mineral |  | 75
708 | Phantump | Ghost | Grass | 1 | Common | 43 | 70 | 48 | 50 | 60 | 38 | medium-fast | Stump | These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests. | Green | Urban | Female 50% | 70 | 5355 | 4 | 70 | 62 | 0 | 1 | 0 | 0 | 0 | 0 | Natural Cure | Frisk | Harvest | Grass | Amorphous | 120
709 | Trevenant | Ghost | Grass | 2 | Common | 85 | 110 | 75 | 65 | 82 | 56 | medium-fast | Elder Tree | Using its roots as a nervous system, it controls the trees in the forest. It's kind to the Pokémon that reside in its body. | Green | Urban | Female 50% | 70 | 5355 | 15 | 710 | 166 | 0 | 2 | 0 | 0 | 0 | 0 | Natural Cure | Frisk | Harvest | Grass | Amorphous | 60
710 | Pumpkaboo | Ghost | Grass | 1 | Common | 59 | 66 | 70 | 44 | 55 | 41 | medium-fast | Pumpkin | It is said to carry wandering spirits to the place where they belong so they can move on. | Green | Urban | Female 50% | 70 | 5355 | 8 | 150 | 67 | 0 | 0 | 1 | 0 | 0 | 0 | Pickup | Frisk | Insomnia | Amorphous |  | 120
711 | Gourgeist | Ghost | Grass | 2 | Common | 85 | 100 | 122 | 58 | 75 | 54 | medium-fast | Pumpkin | Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed. | Green | Urban | Female 50% | 70 | 5355 | 17 | 390 | 173 | 0 | 0 | 2 | 0 | 0 | 0 | Pickup | Frisk | Insomnia | Amorphous |  | 60
712 | Bergmite | Ice |  | 1 | Common | 55 | 69 | 85 | 32 | 35 | 28 | medium-fast | Ice Chunk | It blocks opponents' attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice. | Blue | Urban | Female 50% | 70 | 5355 | 10 | 995 | 61 | 0 | 0 | 1 | 0 | 0 | 0 | Own Tempo | Ice Body | Sturdy | Amorphous | Monster | 190
713 | Avalugg | Ice |  | 2 | Common | 95 | 117 | 184 | 44 | 46 | 28 | medium-fast | Iceberg | Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way. | Blue | Urban | Female 50% | 70 | 5355 | 20 | 5050 | 180 | 0 | 0 | 2 | 0 | 0 | 0 | Own Tempo | Ice Body | Sturdy | Amorphous | Monster | 55
714 | Noibat | Flying | Dragon | 1 | Common | 40 | 30 | 35 | 45 | 40 | 55 | medium-fast | Sound Wave | They live in pitch-black caves. Their ears emit noises that make even a Wailord dizzy. | Blue |  | Female 50% | 70 | 5355 | 5 | 80 | 49 | 0 | 0 | 0 | 0 | 0 | 1 | Frisk | Infiltrator | Telepathy | Flying |  | 190
715 | Noivern | Flying | Dragon | 2 | Common | 85 | 70 | 80 | 97 | 80 | 123 | medium-fast | Sound Wave | They fly around on moonless nights to stalk their prey. They can break the sound barrier when they fly. | Blue |  | Female 50% | 70 | 5355 | 15 | 850 | 187 | 0 | 0 | 0 | 0 | 0 | 2 | Frisk | Infiltrator | Telepathy | Flying |  | 45
716 | Xerneas | Fairy |  | 1 | Common | 126 | 131 | 95 | 131 | 98 | 99 | slow | Life | Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival. | Green |  | Genderless | 0 | 30855 | 30 | 2150 | 306 | 3 | 0 | 0 | 0 | 0 | 0 | Fairy Aura |  |  | Undiscovered |  | 45
717 | Yveltal | Dark | Flying | 1 | Common | 126 | 131 | 95 | 131 | 98 | 99 | slow | Destruction | When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more. | Red |  | Genderless | 0 | 30855 | 58 | 2030 | 306 | 3 | 0 | 0 | 0 | 0 | 0 | Dark Aura |  |  | Undiscovered |  | 45
718 | Zygarde | Dragon | Ground | 1 | Legendary | 108 | 100 | 121 | 81 | 95 | 95 | slow | Order | It's hypothesized that it's monitoring those who destroy the ecosystem from deep in the cave where it lives. | Brown |  | Genderless | 0 | 30855 | 50 | 3050 | 270 | 3 | 0 | 0 | 0 | 0 | 0 | Aura Break | Power Construct |  | Undiscovered |  | 3
719 | Diancie | Rock | Fairy | 1 | Legendary | 50 | 100 | 150 | 100 | 150 | 50 | slow | Jewel | A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world. | Pink | Urban | Genderless | 70 | 6630 | 7 | 88 | 270 | 0 | 0 | 1 | 0 | 2 | 0 | Clear Body |  |  | Undiscovered |  | 3
720 | Hoopa | Psychic | Ghost | 1 | Legendary | 80 | 110 | 60 | 150 | 130 | 70 | slow | Mischief | The hoop in its torso is said to lead to a personal pocket dimension. | Purple | Urban | Genderless | 100 | 30855 | 5 | 90 | 270 | 0 | 0 | 0 | 3 | 0 | 0 | Magician |  |  | Undiscovered |  | 3
721 | Volcanion | Water | Fire | 1 | Legendary | 80 | 110 | 120 | 130 | 90 | 70 | slow | Steam | It expels its internal steam from the arms on its back. It has enough power to blow away a mountain. | Red | Urban | Genderless | 100 | 30855 | 17 | 1950 | 270 | 0 | 0 | 0 | 3 | 0 | 0 | Water Absorb |  |  | Undiscovered |  | 3
722 | MISSINGNO | Flying | Normal | 1 | Common | 33 | 136 | 0 | 6 | 29 | 6 | medium-fast | Glitch | A glitch Pokemon used by some to duplicate items. However, over time, it has lost this ability. | Purple |  | Genderless | 70 | 5355 | 3 | 40 | 101 | 3 | 3 | 3 | 3 | 3 | 3 | Glitch |  | Glitch | Undiscovered |  | 35
723 | Genedyr | Grass | Fairy | 1 | Common | 90 | 120 | 100 | 120 | 100 | 105 | slow | Samsara | "This Pokemon reincarnates the souls of the dead. It rewards souls that have made good choices by reincarnating them as rare Pokemon." | Green |  | Genderless | 70 | 5355 | 60 | 1200 | 200 | 0 | 2 | 0 | 2 | 0 | 0 | Samsaran Growth |  | Solar Power | Undiscovered |  | 10
724 | Thanarus | Ghost | Fairy | 1 | Common | 80 | 135 | 90 | 110 | 90 | 110 | slow | Samsara | "It harvests the souls of the dead. It works in tandem with Genedyr in the Samsara cycle." | Blue |  | Genderless | 70 | 5355 | 30 | 100 | 200 | 0 | 3 | 0 | 1 | 0 | 0 | Samsaran Decay |  | Absolution | Undiscovered |  | 10
725 | Ascenadan | Dragon | Fairy | 1 | Common | 80 | 110 | 90 | 140 | 90 | 110 | slow | Nirvana | "When a soul becomes aware, it snatches them away. It breaks the cycle of Samsara and takes them to another realm." | Black |  | Genderless | 70 | 5355 | 140 | 2100 | 200 | 0 | 1 | 0 | 3 | 0 | 0 | Samsaran Cycle |  | Levitate | Undiscovered |  | 10
726 | Fendraugr | Ice | Ghost | 1 | Legendary | 81 | 110 | 95 | 92 | 125 | 97 | slow | Apocalypse | "It is said it emerges only when the world is about to end. Its fangs can shatter otherwise unbreakable bonds." | Black |  | Genderless | 70 | 5355 | 50 | 1440 | 200 | 0 | 0 | 0 | 0 | 0 | 3 | Moxie |  | Defiant | Undiscovered |  | 3
727 | Bulbasaur | Fairy | Psychic | 1 | Common | 45 | 49 | 49 | 65 | 65 | 45 | medium-fast | Crystal | A Delta Species discovered by EchoTheThird. The crystal growing from its back uses its mental energy to grow. | Purple | Urban | Female 50% | 70 | 5355 | 7 | 69 | 64 | 0 | 0 | 0 | 1 | 0 | 0 | Psycho Call |  | Regenerator | Undiscovered |  | 45
728 | Ivysaur | Fairy | Psychic | 2 | Common | 60 | 62 | 63 | 80 | 80 | 60 | medium-fast | Crystal | Its body naturally changes in order to help counteract the crystal's growing weight. Its crystal resonates with increased brain activity. | Purple | Urban | Female 50% | 70 | 5355 | 10 | 130 | 142 | 0 | 0 | 0 | 1 | 1 | 0 | Psycho Call |  | Regenerator | Undiscovered |  | 45
729 | Venusaur | Fairy | Psychic | 3 | Common | 80 | 82 | 83 | 100 | 100 | 80 | medium-fast | Crystal | In order to increase its psychic powers, a shard of its crystal is embedded in its forehead. Even when it sleeps, its crystal is capable of providing protection. | Purple | Urban | Female 50% | 70 | 5355 | 20 | 1000 | 236 | 0 | 0 | 0 | 2 | 1 | 0 | Psycho Call |  | Regenerator | Undiscovered |  | 45
730 | Charmander | Ghost | Dragon | 1 | Common | 39 | 52 | 43 | 60 | 50 | 65 | medium-fast | Bone Lizard | A Delta Species discovered by EchoTheThird. While the flame on its tail does not appear immediately after its birth, it burns more fiercely with age. | Black | Urban | Female 12.5% | 70 | 5355 | 6 | 85 | 62 | 0 | 0 | 0 | 0 | 0 | 1 | Spirit Call |  | Dark Aura | Undiscovered |  | 45
731 | Charmeleon | Ghost | Dragon | 2 | Common | 58 | 64 | 58 | 80 | 65 | 80 | medium-fast | Skeleton | Its claws tear into its foe's spirit. When facing powerful opponents, the flame on its tail gives off the appearance of a face. | Black | Urban | Female 12.5% | 70 | 5355 | 11 | 190 | 142 | 0 | 0 | 0 | 1 | 0 | 1 | Spirit Call |  | Dark Aura | Undiscovered |  | 45
732 | Charizard | Ghost | Dragon | 3 | Common | 78 | 84 | 78 | 109 | 85 | 100 | medium-fast | Skeleton | The flame on its tail grows in the presence of strong opponents. Its breath gives the impression of being engulfed in magma but causes no physical harm. | Black | Urban | Female 12.5% | 70 | 5355 | 17 | 905 | 240 | 0 | 0 | 0 | 3 | 0 | 0 | Spirit Call |  | Dark Aura | Undiscovered |  | 45
733 | Squirtle | Dark | Fighting | 1 | Common | 44 | 48 | 65 | 50 | 64 | 43 | medium-fast | Ninja | A Delta Species discovered by EchoTheThird. Though its shell causes it to stand out when hiding in the shadows, it conceals itself using the cloth on its back. | Brown | Urban | Female 12.5% | 70 | 5355 | 5 | 90 | 63 | 0 | 0 | 1 | 0 | 0 | 0 | Shadow Call |  | Shadow Dance | Undiscovered |  | 45
734 | Wartortle | Dark | Fighting | 2 | Common | 59 | 63 | 80 | 65 | 80 | 58 | medium-fast | Ninja | Its tail splits to better conceal the back of its shell while it waits for foes. Its gloves help better channel its inner spirit energy. | Brown | Urban | Female 12.5% | 70 | 5355 | 10 | 225 | 142 | 0 | 0 | 1 | 0 | 1 | 0 | Shadow Call |  | Shadow Dance | Undiscovered |  | 45
735 | Blastoise | Dark | Fighting | 3 | Common | 79 | 83 | 100 | 85 | 105 | 78 | medium-fast | Selfish | Though its shell now blends in with the darkness, it welcomes foolish opponents who attack it from behind. It concentrates its spirit into blasts of energy. | Brown | Urban | Female 12.5% | 70 | 5355 | 16 | 855 | 239 | 0 | 0 | 0 | 0 | 3 | 0 | Shadow Call |  | Shadow Dance | Undiscovered |  | 45
736 | Pawniard | Flying | Fighting | 1 | Common | 45 | 85 | 70 | 40 | 40 | 60 | medium-fast | Air Blade | A Delta Species discovered by EchoTheThird and Zero_Breaker. It flies through the air and strikes at its prey. | Green |  | Female 50% | 35 | 5355 | 5 | 102 | 68 | 0 | 1 | 0 | 0 | 0 | 0 | Frisk | Defiant | Wind Force | Undiscovered |  | 120
737 | Bisharp | Flying | Fighting | 2 | Common | 65 | 125 | 100 | 60 | 70 | 70 | medium-fast | Flying Sword | It commands a large group of Pawniard. A single swing of its arm is enough to summon a hurricane. | Green |  | Female 50% | 35 | 5355 | 16 | 700 | 172 | 0 | 2 | 0 | 0 | 0 | 0 | Frisk | Defiant | Wind Force | Undiscovered |  | 45
738 | Ralts | Electric | Ice | 1 | Common | 28 | 25 | 25 | 45 | 35 | 40 | slow | Perception | A Delta Species discovered by EchoTheThird and Zero_Breaker. It uses its own ice and electricity to help make its trainer's life easier. | Yellow | RoughTerrain | Female 50% | 35 | 5355 | 4 | 66 | 40 | 0 | 0 | 0 | 1 | 0 | 0 | Lightning Rod | Clear Body | Snow Cloak | Undiscovered |  | 235
739 | Kirlia | Electric | Ice | 2 | Common | 38 | 35 | 35 | 65 | 55 | 50 | slow | Excitement | This Pokémon loves dancing to swing music. As it grows more excited from dancing, it generates sparks and snow begins to fall within the surrounding area. | Yellow | RoughTerrain | Female 50% | 35 | 5355 | 8 | 202 | 97 | 0 | 0 | 0 | 2 | 0 | 0 | Lightning Rod | Clear Body | Snow Cloak | Undiscovered |  | 120
740 | Gardevoir | Electric | Ice | 3 | Common | 68 | 65 | 65 | 125 | 115 | 80 | slow | Nuzzle | To protect its trainer, it can drop the temperature of itself and its surroundings to 0K. It discharges sparks when nuzzling trainers to keep them from freezing. | Yellow | RoughTerrain | Female 50% | 35 | 5355 | 16 | 484 | 233 | 0 | 0 | 0 | 3 | 0 | 0 | Lightning Rod | Clear Body | Snow Cloak | Undiscovered |  | 45
741 | Gallade | Electric | Ice | 3 | Common | 68 | 125 | 65 | 65 | 115 | 80 | slow | Swordmaster | A master swordfighter, it uses both Electric- and Ice-type attacks to defeat opponents. Over time it numbs its opponents and decreases their reaction speeds. | Yellow |  | Always male | 35 | 5355 | 16 | 520 | 233 | 0 | 3 | 0 | 0 | 0 | 0 | Volt Absorb |  | Ice Body | Undiscovered |  | 45
742 | Sunkern | Fire | Poison | 1 | Common | 30 | 30 | 30 | 30 | 30 | 30 | medium-slow | Blazing Oil | A Delta Species discovered by DankRabbit and EchoTheThird. It is able to emit a purple fire that poisons its enemies. | Purple |  | Female 50% | 70 | 5355 | 3 | 18 | 36 | 0 | 0 | 0 | 1 | 0 | 0 | Flame Body | Analytic | Poison Point | Undiscovered |  | 235
743 | Sunflora | Fire | Poison | 2 | Common | 75 | 75 | 55 | 105 | 85 | 30 | medium-slow | BurningSludge | Sunflora convert fire and poison into nutrition. It purges its enemy's uncleanliness with fire. | Purple |  | Female 50% | 70 | 5355 | 8 | 85 | 149 | 0 | 0 | 0 | 2 | 0 | 0 | Flame Body | Analytic | Poison Point | Undiscovered |  | 120
744 | Bergmite | Rock |  | 1 | Common | 55 | 69 | 85 | 32 | 35 | 28 | medium-fast | Jagged Rock | A Delta Species discovered by Zero_Breaker. Nearly impervious to physical attacks, its rate of regeneration exceeds the damage that it does receive. | Purple | Urban | Female 50% | 70 | 5355 | 10 | 995 | 61 | 0 | 0 | 1 | 0 | 0 | 0 | Solid Rock | Battle Armor | Sand Stream | Undiscovered |  | 190
745 | Avalugg | Rock | Dragon | 2 | Common | 95 | 117 | 184 | 44 | 46 | 28 | medium-slow | Colossal | The rocks covering its body are as hard as steel. Its rampage is ferocious enough to destroy an entire mountain range. | Purple | Urban | Female 50% | 70 | 5355 | 20 | 5050 | 180 | 0 | 0 | 2 | 0 | 0 | 0 | Solid Rock | Battle Armor | Sand Stream | Undiscovered |  | 55
